id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
234,marami,[],0,ADJECTIVE,PERFECT,,
235,tanggal,[],0,ADJECTIVE,PHONEMIC,,
236,kataas,[],0,ADJECTIVE,PERFECT,,
237,maghanda,[],0,VERB,PERFECT,,
238,animnapu,"[{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":157}]",0,NUMBER,,,
239,animnapu't,[],0,,PERFECT,,
240,palaka,[],0,NOUN,PERFECT,,
241,bituin,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",22,NOUN,,,
242,lawa,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",7,NOUN,PERFECT,,
243,rin,"[{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",35,,,,
244,pag-akyat,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",2,NOUN,PERFECT,,
245,hawakan,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",2,VERB,,,
246,inunat,"[{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",2,VERB,,,
247,maabot,"[{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",4,VERB,PERFECT,,
248,kamay,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839}]",8,NOUN,,,
249,gusto,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",37,VERB,,,
250,di,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258}]",7,ADVERB,,,
251,papalapit,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",2,,PERFECT,,
252,kailangan,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",24,,,,
253,ninyo,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258}]",7,,,,
254,siguro,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",2,,PERFECT,,
255,sorbetes,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118}]",3,NOUN,,,
256,pitumpu,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525}]",0,,PERFECT,,
257,pitumpu't,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",0,,PERFECT,256,pitumpu
258,tren,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",3,NOUN,PERFECT,,
259,buong,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",10,ADJECTIVE,,,
260,maaari,"[{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258}]",19,ADJECTIVE,PERFECT,,
261,namin,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",6,,PERFECT,,
262,saan,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",19,,PERFECT,,
263,tingnan,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",10,VERB,PHONEMIC,,
264,kaya,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894}]",44,,,,
265,enerhiya,"[{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ə""],""id"":22,""letters"":[""e""],""usageCount"":60},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",9,NOUN,,,
266,nasaan,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",10,,PERFECT,,
267,pa,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",39,,,,
268,umalis,"[{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",6,VERB,PERFECT,,
269,heto,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɛː""],""id"":34,""letters"":[""e""],""usageCount"":28},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",2,,,,
270,kamatis,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",1,NOUN,,,
271,sabi,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258}]",38,NOUN,,,
272,walumpu,"[{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525}]",0,,PERFECT,,
273,walumpu't,"[{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",0,,PERFECT,,
274,baboy,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839}]",9,NOUN,,,
275,libro,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",2,NOUN,PERFECT,,
276,itong,"[{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",15,,,227,ito
277,gustong-gusto,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",3,,,,
278,nasa,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",15,,PERFECT,,
279,oras,"[{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",11,NOUN,PERFECT,,
280,lutuan,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",1,NOUN,PERFECT,,
281,kapag,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306}]",7,,,,
282,ibalik,"[{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935}]",2,VERB,,,
283,binalik,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935}]",1,VERB,,282,ibalik
284,upuan,"[{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",1,NOUN,PERFECT,,
285,tabi,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993}]",2,,PERFECT,,
286,pong,"[{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",1,,,,
287,buwan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",17,NOUN,,,
288,kilalang,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",1,ADJECTIVE,PHONEMIC,,
289,bagong,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",8,ADJECTIVE,,,
290,gumagamit,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",2,VERB,,,
291,dalawang,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",16,NUMBER,,30,dalawa
292,titira,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",1,VERB,PERFECT,,
293,gawin,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",6,VERB,,,
294,tumakbo,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",16,VERB,PERFECT,,
295,tumatakbo,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",1,VERB,PERFECT,294,tumakbo
296,upang,"[{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",35,,,,
