id,text,allophone_ids,allophone_values_ipa,letter_to_allophone_mappings,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
366,kinuha,"[15,14,5,11,8,19,1]","[""k"",""ɪ"",""n"",""u"",""ː"",""h"",""ɑ""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",8,VERB,PERFECT,,
160,langgam,"[13,1,3,18,22,1,8,16]","[""l"",""ɑ"",""ŋ"",""ˈ"",""g"",""ɑ"",""ː"",""m""]",[],8,NOUN,PERFECT,,
437,masaya,"[16,2,18,10,1,8]","[""m"",""s"",""ˈ"",""j"",""ɑ"",""ː""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑː"",""id"":27,""letters"":""a"",""usageCount"":89}]",8,ADJECTIVE,PERFECT,,
392,sobrang,"[2,6,8,20,12,1,3]","[""s"",""ɔ"",""ː"",""b"",""r"",""ɑ"",""ŋ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",8,,PHONEMIC,,
263,tingnan,"[7,14,3,18,5,1,8,5]","[""t"",""ɪ"",""ŋ"",""ˈ"",""n"",""ɑ"",""ː"",""n""]","[{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",8,VERB,PHONEMIC,,
443,tsokolate,[],[],"[{""allophones"":""tʃ"",""id"":26,""letters"":""ts"",""usageCount"":12},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑː"",""id"":27,""letters"":""a"",""usageCount"":89},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ə"",""id"":22,""letters"":""e"",""usageCount"":37}]",8,NOUN,PHONEMIC,,
289,bagong,"[20,1,8,22,6,3]","[""b"",""ɑ"",""ː"",""g"",""ɔ"",""ŋ""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",7,ADJECTIVE,PHONEMIC,,
30,dalawa,"[17,1,13,1,23,1]","[""d"",""ɑ"",""l"",""ɑ"",""w"",""ɑ""]",[],7,NUMBER,PERFECT,,
27,damit,"[17,1,16,4,7]","[""d"",""ɑ"",""m"",""iː"",""t""]",[],7,NOUN,PERFECT,,
133,dapat,"[17,1,8,9,1,7]","[""d"",""ɑ"",""ː"",""p"",""ɑ"",""t""]",[],7,,PERFECT,,
223,doon,"[17,6,27,6,8,5]","[""d"",""ɔ"",""."",""ɔ"",""ː"",""n""]",[],7,,PERFECT,,
150,kabayo,"[15,1,18,20,1,8,10,6]","[""k"",""ɑ"",""ˈ"",""b"",""ɑ"",""ː"",""j"",""ɔ""]",[],7,NOUN,PERFECT,,
281,kapag,"[15,1,18,9,1,8,22]","[""k"",""ɑ"",""ˈ"",""p"",""ɑ"",""ː"",""g""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240}]",7,,PERFECT,,
49,kuya,"[15,11,10,1]","[""k"",""u"",""j"",""ɑ""]",[],7,NOUN,PERFECT,,
109,makakasayaw,"[16,1,18,15,1,8,15,1,2,1,18,10,1,8,23]","[""m"",""ɑ"",""ˈ"",""k"",""ɑ"",""ː"",""k"",""ɑ"",""s"",""ɑ"",""ˈ"",""j"",""ɑ"",""ː"",""w""]",[],7,VERB,PERFECT,108,sayaw
104,naging,"[5,1,18,22,14,3]","[""n"",""ɑ"",""ˈ"",""g"",""ɪ"",""ŋ""]",[],7,VERB,PHONEMIC,38,maging
116,nakakita,"[5,1,15,1,18,15,4,7,1]","[""n"",""ɑ"",""k"",""ɑ"",""ˈ"",""k"",""iː"",""t"",""ɑ""]",[],7,VERB,PERFECT,115,makakita
41,nanay,"[5,1,5,25]","[""n"",""ɑ"",""n"",""ɑɪ""]",[],7,NOUN,PERFECT,,
362,napakalamig,"[5,1,9,1,15,1,13,1,18,16,4,22]","[""n"",""ɑ"",""p"",""ɑ"",""k"",""ɑ"",""l"",""ɑ"",""ˈ"",""m"",""iː"",""g""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240}]",7,ADJECTIVE,PERFECT,,
88,pala,"[9,1,13,1]","[""p"",""ɑ"",""l"",""ɑ""]",[],7,,PERFECT,,
364,pares,"[9,1,8,12,38,2]","[""p"",""ɑ"",""ː"",""r"",""ə"",""s""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ə"",""id"":22,""letters"":""e"",""usageCount"":37},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",7,NOUN,PERFECT,,
111,sasayaw,"[2,1,8,2,1,18,10,1,8,23]","[""s"",""ɑ"",""ː"",""s"",""ɑ"",""ˈ"",""j"",""ɑ"",""ː"",""w""]",[],7,VERB,PERFECT,108,sayaw
421,takot,"[7,1,8,15,6,7]","[""t"",""ɑ"",""ː"",""k"",""ɔ"",""t""]","[{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",7,NOUN,PERFECT,,
25,tigre,"[7,4,22,12,21]","[""t"",""iː"",""g"",""r"",""ɛ""]",[],7,NOUN,PERFECT,,
202,tulad,"[7,11,8,13,1,17]","[""t"",""u"",""ː"",""l"",""ɑ"",""d""]",[],7,ADJECTIVE,PERFECT,,
216,tumalon,"[7,11,16,1,13,6,8,5]","[""t"",""u"",""m"",""ɑ"",""l"",""ɔ"",""ː"",""n""]",[],7,VERB,PERFECT,,
177,walang,"[23,1,18,13,1,3]","[""w"",""ɑ"",""ˈ"",""l"",""ɑ"",""ŋ""]",[],7,,PHONEMIC,,
232,ibabaw,"[14,20,1,8,20,1,23]","[""ɪ"",""b"",""ɑ"",""ː"",""b"",""ɑ"",""w""]",[],6,NOUN,PERFECT,,
404,ingay,"[4,3,1,10]","[""iː"",""ŋ"",""ɑ"",""j""]","[{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",6,NOUN,PHONEMIC,,
405,isdang,"[14,2,18,17,1,8,3]","[""ɪ"",""s"",""ˈ"",""d"",""ɑ"",""ː"",""ŋ""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",6,NOUN,PHONEMIC,107,isda
248,kamay,"[15,1,18,16,1,8,10]","[""k"",""ɑ"",""ˈ"",""m"",""ɑ"",""ː"",""j""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",6,NOUN,PERFECT,,
36,kami,"[15,1,16,4]","[""k"",""ɑ"",""m"",""iː""]",[],6,,PERFECT,,
379,lumabas,"[13,11,16,1,18,20,1,8,2]","[""l"",""u"",""m"",""ɑ"",""ˈ"",""b"",""ɑ"",""ː"",""s""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",6,VERB,PERFECT,,
297,makipagkita,"[16,1,15,14,9,1,22,15,4,7,1]","[""m"",""ɑ"",""k"",""ɪ"",""p"",""ɑ"",""g"",""k"",""iː"",""t"",""ɑ""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",6,VERB,PERFECT,,
402,malaking,"[16,1,13,1,18,15,4,3]","[""m"",""ɑ"",""l"",""ɑ"",""ˈ"",""k"",""iː"",""ŋ""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",6,ADJECTIVE,PHONEMIC,32,malaki
430,malapit,"[16,1,13,1,8,9,14,7]","[""m"",""ɑ"",""l"",""ɑ"",""ː"",""p"",""ɪ"",""t""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",6,ADJECTIVE,PERFECT,,
201,natin,"[5,1,8,7,14,5]","[""n"",""ɑ"",""ː"",""t"",""ɪ"",""n""]",[],6,,PERFECT,,
432,paano,"[9,1,1,8,5,6]","[""p"",""ɑ"",""ɑ"",""ː"",""n"",""ɔ""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",6,ADVERB,PERFECT,,
321,ring,"[12,14,3]","[""r"",""ɪ"",""ŋ""]","[{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",6,,NON_PHONEMIC,,
349,salamin,"[2,1,13,1,18,16,4,5]","[""s"",""ɑ"",""l"",""ɑ"",""ˈ"",""m"",""iː"",""n""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",6,NOUN,PERFECT,,
376,sapatos,"[2,1,9,1,8,7,6,2]","[""s"",""ɑ"",""p"",""ɑ"",""ː"",""t"",""ɔ"",""s""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",6,NOUN,PERFECT,,
28,tumutulong,"[7,11,16,11,7,11,13,6,3]","[""t"",""u"",""m"",""u"",""t"",""u"",""l"",""ɔ"",""ŋ""]",[],6,,HIGHLY_PHONEMIC,,
268,umalis,"[11,16,1,18,13,4,2]","[""u"",""m"",""ɑ"",""ˈ"",""l"",""iː"",""s""]","[{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",6,VERB,PERFECT,,
319,aklat,"[1,15,18,13,1,7]","[""ɑ"",""k"",""ˈ"",""l"",""ɑ"",""t""]","[{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",5,NOUN,PERFECT,,
356,anong,"[1,18,5,6,8,3]","[""ɑ"",""ˈ"",""n"",""ɔ"",""ː"",""ŋ""]","[{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",5,,PHONEMIC,95,ano
29,apat,"[1,9,1,7]","[""ɑ"",""p"",""ɑ"",""t""]",[],5,NUMBER,PERFECT,,
426,ayaw,"[1,8,10,1,23]","[""ɑ"",""ː"",""j"",""ɑ"",""w""]","[{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93}]",5,VERB,PERFECT,,
293,gawin,"[22,1,18,23,4,5]","[""g"",""ɑ"",""ˈ"",""w"",""iː"",""n""]","[{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",5,VERB,PERFECT,,
119,hinabol,"[19,14,5,1,8,20,6,13]","[""h"",""ɪ"",""n"",""ɑ"",""ː"",""b"",""ɔ"",""l""]",[],5,VERB,PERFECT,117,habulin
368,kang,"[15,1,3]","[""k"",""ɑ"",""ŋ""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",5,,NON_PHONEMIC,,
159,kayang,"[15,1,8,10,1,3]","[""k"",""ɑ"",""ː"",""j"",""ɑ"",""ŋ""]",[],5,,PHONEMIC,,
380,lalaki,"[13,1,13,1,8,15,14]","[""l"",""ɑ"",""l"",""ɑ"",""ː"",""k"",""ɪ""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675}]",5,NOUN,PERFECT,,
410,larawan,"[13,1,12,1,8,23,1,5]","[""l"",""ɑ"",""r"",""ɑ"",""ː"",""w"",""ɑ"",""n""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",5,NOUN,PERFECT,,
242,lawa,"[13,1,8,23,1]","[""l"",""ɑ"",""ː"",""w"",""ɑ""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",5,NOUN,PERFECT,,
146,leon,"[13,21,18,6,5]","[""l"",""ɛ"",""ˈ"",""ɔ"",""n""]",[],5,NOUN,PERFECT,,
341,mabagal,"[16,8,22,13]","[""m"",""ː"",""g"",""l""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464}]",5,ADJECTIVE,PERFECT,,
419,mahanap,"[16,1,19,1,8,5,1,9]","[""m"",""ɑ"",""h"",""ɑ"",""ː"",""n"",""ɑ"",""p""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381}]",5,VERB,PERFECT,,
106,makita,"[16,1,18,15,4,8,7,1]","[""m"",""ɑ"",""ˈ"",""k"",""iː"",""ː"",""t"",""ɑ""]",[],5,VERB,PERFECT,,
32,malaki,"[16,1,13,1,18,15,4]","[""m"",""ɑ"",""l"",""ɑ"",""ˈ"",""k"",""iː""]",[],5,ADJECTIVE,PERFECT,,
261,namin,"[5,1,8,16,14,5]","[""n"",""ɑ"",""ː"",""m"",""ɪ"",""n""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",5,,PERFECT,,
391,napakabagal,"[5,1,9,1,15,1,20,1,8,22,1,13]","[""n"",""ɑ"",""p"",""ɑ"",""k"",""ɑ"",""b"",""ɑ"",""ː"",""g"",""ɑ"",""l""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464}]",5,ADJECTIVE,PERFECT,341,mabagal
34,natatakot,"[5,1,7,1,7,1,15,6,7]","[""n"",""ɑ"",""t"",""ɑ"",""t"",""ɑ"",""k"",""ɔ"",""t""]",[],5,ADJECTIVE,PERFECT,,
253,ninyo,"[5,14]","[""n"",""ɪ""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675}]",5,,,,
279,oras,"[6,8,12,1,2]","[""ɔ"",""ː"",""r"",""ɑ"",""s""]","[{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",5,NOUN,PERFECT,,
199,parang,"[9,1,8,12,1,3]","[""p"",""ɑ"",""ː"",""r"",""ɑ"",""ŋ""]",[],5,,HIGHLY_PHONEMIC,,
188,patuloy,"[9,1,7,11,8,13,37]","[""p"",""ɑ"",""t"",""u"",""ː"",""l"",""ɔɪ""]",[],5,,PERFECT,,
418,pinakailalim,"[9,14,5,1,15,1,14,13,1,8,13,14,16]","[""p"",""ɪ"",""n"",""ɑ"",""k"",""ɑ"",""ɪ"",""l"",""ɑ"",""ː"",""l"",""ɪ"",""m""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355}]",5,ADJECTIVE,PERFECT,,
373,sombrero,"[2,6,16,20,12,21,8,12,6]","[""s"",""ɔ"",""m"",""b"",""r"",""ɛ"",""ː"",""r"",""ɔ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",5,NOUN,PERFECT,,
