id,text,allophone_ids,allophone_values_ipa,letter_to_allophone_mappings,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
206,kagubatan,"[15,1,22,11,20,1,8,7,1,5]","[""k"",""ɑ"",""g"",""u"",""b"",""ɑ"",""ː"",""t"",""ɑ"",""n""]",[],2,NOUN,PERFECT,,
48,kaming,"[15,1,16,4,3]","[""k"",""ɑ"",""m"",""iː"",""ŋ""]",[],2,VERB,PHONEMIC,,
236,kataas,"[15,1,7,1,18,1,8,2]","[""k"",""ɑ"",""t"",""ɑ"",""ˈ"",""ɑ"",""ː"",""s""]",[],2,ADJECTIVE,PERFECT,,
312,kumain,"[15,11,16,1,8,14,5]","[""k"",""u"",""m"",""ɑ"",""ː"",""ɪ"",""n""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",2,VERB,PERFECT,,
275,libro,"[13,14,20,12,6,8]","[""l"",""ɪ"",""b"",""r"",""ɔ"",""ː""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",2,NOUN,PERFECT,,
335,ligtas,"[13,14,22,18,7,1,8,2]","[""l"",""ɪ"",""g"",""ˈ"",""t"",""ɑ"",""ː"",""s""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",2,ADJECTIVE,PERFECT,,
371,mabuti,"[16,1,20,11,8,7,14]","[""m"",""ɑ"",""b"",""u"",""ː"",""t"",""ɪ""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675}]",2,ADJECTIVE,PERFECT,,
354,magaling,"[16,1,22,1,18,13,4,3]","[""m"",""ɑ"",""g"",""ɑ"",""ˈ"",""l"",""iː"",""ŋ""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",2,ADJECTIVE,PHONEMIC,,
197,magsalita,"[16,1,22,2,1,13,14,7,1,8]","[""m"",""ɑ"",""g"",""s"",""ɑ"",""l"",""ɪ"",""t"",""ɑ"",""ː""]",[],2,VERB,PERFECT,,
440,maingay,[],[],"[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",2,ADJECTIVE,PHONEMIC,,
172,makalilipad,"[16,1,15,1,8,13,14,13,14,9,1,17]","[""m"",""ɑ"",""k"",""ɑ"",""ː"",""l"",""ɪ"",""l"",""ɪ"",""p"",""ɑ"",""d""]",[],2,VERB,PERFECT,,
100,maraming,"[16,1,12,1,8,16,4,3]","[""m"",""ɑ"",""r"",""ɑ"",""ː"",""m"",""iː"",""ŋ""]",[],2,,PHONEMIC,,
198,nagsasalita,"[5,1,22,2,1,8,2,1,13,14,7,1,8]","[""n"",""ɑ"",""g"",""s"",""ɑ"",""ː"",""s"",""ɑ"",""l"",""ɪ"",""t"",""ɑ"",""ː""]",[],2,VERB,PERFECT,197,magsalita
352,nakaupo,"[5,1,15,1,11,9,6,8]","[""n"",""ɑ"",""k"",""ɑ"",""u"",""p"",""ɔ"",""ː""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",2,ADJECTIVE,PERFECT,,
244,pag-akyat,"[9,1,22,27,1,15,18,10,1,8,7]","[""p"",""ɑ"",""g"",""."",""ɑ"",""k"",""ˈ"",""j"",""ɑ"",""ː"",""t""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",2,NOUN,PERFECT,,
251,papalapit,"[9,1,18,9,1,8,13,1,9,14,7]","[""p"",""ɑ"",""ˈ"",""p"",""ɑ"",""ː"",""l"",""ɑ"",""p"",""ɪ"",""t""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",2,,PERFECT,,
82,sana,"[2,1,5,1]","[""s"",""ɑ"",""n"",""ɑ""]",[],2,,PERFECT,,
328,sarap,"[2,1,18,12,1,8,9]","[""s"",""ɑ"",""ˈ"",""r"",""ɑ"",""ː"",""p""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381}]",2,NOUN,PERFECT,,
254,siguro,"[2,14,22,11,8,12,6]","[""s"",""ɪ"",""g"",""u"",""ː"",""r"",""ɔ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",2,,PERFECT,,
344,sobra-sobra,"[18,2,6,8,20,12,1,27,2,6,8,20,12,1]","[""ˈ"",""s"",""ɔ"",""ː"",""b"",""r"",""ɑ"",""."",""s"",""ɔ"",""ː"",""b"",""r"",""ɑ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",2,ADJECTIVE,PERFECT,,
210,umiyak,"[11,16,14,10,1,8,15]","[""u"",""m"",""ɪ"",""j"",""ɑ"",""ː"",""k""]",[],2,VERB,PERFECT,,
204,usa,"[11,2,1,8]","[""u"",""s"",""ɑ"",""ː""]",[],2,NOUN,PERFECT,,
92,yon,"[10,6,5]","[""j"",""ɔ"",""n""]",[],2,,PERFECT,,
99,ate,"[1,7,21]","[""ɑ"",""t"",""ɛ""]",[],1,NOUN,PERFECT,,
212,bakal,"[20,1,8,15,1,13]","[""b"",""ɑ"",""ː"",""k"",""ɑ"",""l""]",[],1,NOUN,PERFECT,,
283,binalik,"[20,14,5,1,18,13,4,15]","[""b"",""ɪ"",""n"",""ɑ"",""ˈ"",""l"",""iː"",""k""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453}]",1,VERB,PERFECT,282,ibalik
345,bulaklak,"[20,11,13,1,15,18,13,1,8,15]","[""b"",""u"",""l"",""ɑ"",""k"",""ˈ"",""l"",""ɑ"",""ː"",""k""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453}]",1,NOUN,PERFECT,,
208,gayahin,"[22,1,18,10,1,8,19,14,5]","[""g"",""ɑ"",""ˈ"",""j"",""ɑ"",""ː"",""h"",""ɪ"",""n""]",[],1,VERB,PERFECT,,
290,gumagamit,"[22,11,16,1,22,1,8,16,14,7]","[""g"",""u"",""m"",""ɑ"",""g"",""ɑ"",""ː"",""m"",""ɪ"",""t""]","[{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",1,VERB,PERFECT,,
336,hininga,"[19,14,5,14,18,3,1,8]","[""h"",""ɪ"",""n"",""ɪ"",""ˈ"",""ŋ"",""ɑ"",""ː""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",1,NOUN,PHONEMIC,,
61,ilan,"[14,13,1,5]","[""ɪ"",""l"",""ɑ"",""n""]",[],1,,PERFECT,,
217,inalalayan,"[14,5,1,13,1,18,13,1,8,14,1,5,10]","[""ɪ"",""n"",""ɑ"",""l"",""ɑ"",""ˈ"",""l"",""ɑ"",""ː"",""ɪ"",""ɑ"",""n"",""j""]",[],1,VERB,PERFECT,,
369,inyo,"[14,5,18,10,6,8]","[""ɪ"",""n"",""ˈ"",""j"",""ɔ"",""ː""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",1,PRONOUN,PERFECT,,
370,inyong,"[14,5,18,10,6,8,3]","[""ɪ"",""n"",""ˈ"",""j"",""ɔ"",""ː"",""ŋ""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",1,PRONOUN,PHONEMIC,369,inyo
176,itinutulak,"[14,7,14,5,11,18,7,11,8,13,1,15]","[""ɪ"",""t"",""ɪ"",""n"",""u"",""ˈ"",""t"",""u"",""ː"",""l"",""ɑ"",""k""]",[],1,VERB,PERFECT,175,itulak
313,kahon,"[15,1,18,19,6,8,5]","[""k"",""ɑ"",""ˈ"",""h"",""ɔ"",""ː"",""n""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",1,NOUN,PERFECT,,
270,kamatis,"[15,1,16,1,8,7,14,2]","[""k"",""ɑ"",""m"",""ɑ"",""ː"",""t"",""ɪ"",""s""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",1,NOUN,PERFECT,,
193,kariton,"[15,1,12,14,7,6,8,5]","[""k"",""ɑ"",""r"",""ɪ"",""t"",""ɔ"",""ː"",""n""]",[],1,NOUN,PERFECT,,
334,kasi,"[15,1,18,2,4]","[""k"",""ɑ"",""ˈ"",""s"",""iː""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722}]",1,,PERFECT,,
288,kilalang,"[15,14,13,1,46,13,1,8,3]","[""k"",""ɪ"",""l"",""ɑ"",""ˌ"",""l"",""ɑ"",""ː"",""ŋ""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",1,ADJECTIVE,PHONEMIC,,
323,kumakanta,"[15,11,18,16,1,8,15,1,5,18,7,1,8]","[""k"",""u"",""ˈ"",""m"",""ɑ"",""ː"",""k"",""ɑ"",""n"",""ˈ"",""t"",""ɑ"",""ː""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",1,VERB,PERFECT,324,kumanta
324,kumanta,"[15,11,16,1,5,18,7,1,8]","[""k"",""u"",""m"",""ɑ"",""n"",""ˈ"",""t"",""ɑ"",""ː""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",1,VERB,PERFECT,,
311,lakarin,"[13,1,15,1,8,12,14,5]","[""l"",""ɑ"",""k"",""ɑ"",""ː"",""r"",""ɪ"",""n""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",1,VERB,PERFECT,,
87,lalabas,"[13,1,13,1,20,1,2]","[""l"",""ɑ"",""l"",""ɑ"",""b"",""ɑ"",""s""]",[],1,VERB,PERFECT,,
209,likha,"[13,14,15,18,19,1,8]","[""l"",""ɪ"",""k"",""ˈ"",""h"",""ɑ"",""ː""]",[],1,NOUN,PERFECT,,
50,lima,"[13,14,16,1]","[""l"",""ɪ"",""m"",""ɑ""]",[],1,NUMBER,PERFECT,,
147,limang,"[13,14,18,16,1,3]","[""l"",""ɪ"",""ˈ"",""m"",""ɑ"",""ŋ""]",[],1,,HIGHLY_PHONEMIC,50,lima
224,lumukso,"[13,11,16,11,15,2,6,8]","[""l"",""u"",""m"",""u"",""k"",""s"",""ɔ"",""ː""]",[],1,VERB,PERFECT,,
280,lutuan,"[13,11,7,11,8,1,5]","[""l"",""u"",""t"",""u"",""ː"",""ɑ"",""n""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",1,NOUN,PERFECT,,
237,maghanda,"[16,1,22,19,1,5,17,1,8]","[""m"",""ɑ"",""g"",""h"",""ɑ"",""n"",""d"",""ɑ"",""ː""]",[],1,VERB,PERFECT,,
307,magmaneho,"[16,1,22,16,1,5,21,8,19,6]","[""m"",""ɑ"",""g"",""m"",""ɑ"",""n"",""ɛ"",""ː"",""h"",""ɔ""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",1,VERB,PERFECT,,
73,magsulat,"[16,1,22,2,11,13,1,7]","[""m"",""ɑ"",""g"",""s"",""u"",""l"",""ɑ"",""t""]",[],1,VERB,PERFECT,,
310,magtinda,"[16,1,22,7,14,5,18,17,1,8]","[""m"",""ɑ"",""g"",""t"",""ɪ"",""n"",""ˈ"",""d"",""ɑ"",""ː""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",1,VERB,PERFECT,,
53,mainit,"[16,1,4,5,14,7]","[""m"",""ɑ"",""iː"",""n"",""ɪ"",""t""]",[],1,ADJECTIVE,PERFECT,,
353,makain,"[16,1,15,1,8,14,5]","[""m"",""ɑ"",""k"",""ɑ"",""ː"",""ɪ"",""n""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",1,VERB,PERFECT,,
54,malamig,"[16,1,26,1,16,4,22]","[""m"",""ɑ"",""z"",""ɑ"",""m"",""iː"",""g""]",[],1,ADJECTIVE,PERFECT,,
75,malayo,"[16,1,13,1,10,6]","[""m"",""ɑ"",""l"",""ɑ"",""j"",""ɔ""]",[],1,,PERFECT,,
234,marami,"[16,1,12,1,8,16,14]","[""m"",""ɑ"",""r"",""ɑ"",""ː"",""m"",""ɪ""]",[],1,ADJECTIVE,PERFECT,,
191,nagbayanihan,"[5,1,22,20,25,5,4,8,19,1,5]","[""n"",""ɑ"",""g"",""b"",""ɑɪ"",""n"",""iː"",""ː"",""h"",""ɑ"",""n""]",[],1,VERB,PERFECT,,
306,naghahatid,"[5,1,22,19,1,19,1,18,7,4,17]","[""n"",""ɑ"",""g"",""h"",""ɑ"",""h"",""ɑ"",""ˈ"",""t"",""iː"",""d""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204}]",1,VERB,PERFECT,305,maghatid
338,nagulat,"[5,1,22,11,8,13,1,7]","[""n"",""ɑ"",""g"",""u"",""ː"",""l"",""ɑ"",""t""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",1,VERB,PERFECT,337,magulat
170,nakakanguya,"[5,1,15,1,8,15,1,3,11,10,1,8]","[""n"",""ɑ"",""k"",""ɑ"",""ː"",""k"",""ɑ"",""ŋ"",""u"",""j"",""ɑ"",""ː""]",[],1,VERB,HIGHLY_PHONEMIC,,
98,nakito,"[5,1,15,4,8,7,6]","[""n"",""ɑ"",""k"",""iː"",""ː"",""t"",""ɔ""]",[],1,VERB,PERFECT,106,makita
330,namasyal,"[5,1,16,1,18,24,1,8,13]","[""n"",""ɑ"",""m"",""ɑ"",""ˈ"",""ʃ"",""ɑ"",""ː"",""l""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ʃ"",""id"":25,""letters"":""sy"",""usageCount"":1},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464}]",1,VERB,PHONEMIC,329,mamasyal
101,naming,"[5,1,16,14,3]","[""n"",""ɑ"",""m"",""ɪ"",""ŋ""]",[],1,,PHONEMIC,,
189,nawalan,"[5,1,23,1,13,1,8,5]","[""n"",""ɑ"",""w"",""ɑ"",""l"",""ɑ"",""ː"",""n""]",[],1,VERB,PERFECT,190,mawalan
178,pag-asa,"[9,1,22,27,1,8,2,1]","[""p"",""ɑ"",""g"",""."",""ɑ"",""ː"",""s"",""ɑ""]",[],1,NOUN,PERFECT,,
